,X,Y,CLUSTER
NOISE,-2.2526,2.4233,0
NOISE,-0.0513,5.7719,0
NOISE,3.2535,2.035,0
NOISE,-4.079,5.0813,0
NOISE,-1.1236,-3.2094,0
NOISE,-0.5909,5.7072,0
NOISE,2.6057,-5.7284,0
NOISE,1.3475,4.4374,0
NOISE,6.2048,0.5765,0
NOISE,3.6849,4.1961,0
NOISE,-0.4688,2.0404,1
NOISE,-2.1212,-2.1515,0
NOISE,-6.5383,-4.7918,0
NOISE,2.2058,-3.5875,0
NOISE,-2.491,1.9741,0
NOISE,5.5086,4.6217,0
NOISE,-6.005,1.0427,0
NOISE,6.9956,-5.2647,0
NOISE,-6.8973,-0.7915,0
NOISE,-3.7989,1.7791,0
NOISE,1.4764,2.7728,0
NOISE,-5.4984,2.9277,2
NOISE,-2.3346,2.6442,0
NOISE,6.3528,5.4345,0
NOISE,-7.856,5.7283,0
NOISE,-1.1589,3.4571,0
NOISE,5.3071,3.6173,0
NOISE,-1.7616,-5.3648,0
NOISE,7.7291,-2.9717,0
NOISE,-2.4935,-2.3821,0
NOISE,1.5192,2.251,0
NOISE,0.1466,-5.3867,0
NOISE,6.4162,0.2849,0
NOISE,-6.6982,-4.2964,0
NOISE,-3.5964,-4.7779,0
NOISE,5.5621,5.1142,0
NOISE,-1.8345,-2.0982,0
NOISE,7.9627,-1.6469999999999998,0
NOISE,7.7051,2.7534,0
NOISE,7.5201,-0.1701,0
NOISE,2.5233,0.9174,0
NOISE,-2.865,-0.965,0
NOISE,1.7266,0.8563,0
NOISE,7.3619,3.3492,0
NOISE,-2.1671,5.6417,0
NOISE,7.2321,-1.1865,0
NOISE,-3.1764,4.4546,0
NOISE,-1.3854,-0.289,0
NOISE,-7.9725,-2.1261,0
NOISE,-0.3326,-4.1875,0
NOISE,7.0863,-5.3048,0
NOISE,1.8621,-5.4257,0
NOISE,3.1256,3.8496,0
NOISE,-3.3964,-3.9613,0
NOISE,-4.088,-5.0662,0
NOISE,-2.1099,5.2225,0
NOISE,-1.429,-5.6435,0
NOISE,-2.9673,-1.9346,0
NOISE,7.392,3.4901,0
NOISE,-2.997,-0.111,0
NOISE,-3.5207,-2.3209999999999997,0
NOISE,-7.1194,-3.6648,0
NOISE,-4.6554,4.1266,0
NOISE,1.0477,-4.7563,0
NOISE,-3.8503,3.0505,0
NOISE,2.5083,-5.5558,0
NOISE,2.1413,-3.8671,0
NOISE,-1.454,-3.5419,0
NOISE,-2.7805,0.8005,0
NOISE,-1.8834,0.4439,0
NOISE,-0.828,4.7309,0
NOISE,-5.848,0.1339,0
NOISE,-3.0893,2.108,0
NOISE,5.3634,5.5361,0
NOISE,-2.6347,1.4636,0
NOISE,1.8832,5.0605,0
NOISE,-6.3313,-4.7843,0
NOISE,-5.6632,5.0964,0
NOISE,7.6827,-1.4451,0
NOISE,-5.7943,4.6959,0
NOISE,-0.6558,4.9101,0
NOISE,4.8148,5.6709,0
NOISE,7.1276,0.7726,0
NOISE,-5.5011,3.252,0
NOISE,4.9049,-5.6435,0
NOISE,3.2521,-4.47,0
NOISE,5.985,0.1787,0
NOISE,3.3014,-2.3312,0
NOISE,-2.2672,5.7008,0
NOISE,6.2388,-5.3415,0
NOISE,0.897,2.2068,0
NOISE,5.1969,-4.1887,0
NOISE,-2.4245,-3.1377,0
NOISE,4.2362,1.8396,0
NOISE,7.2319,2.9308,0
NOISE,1.1845,5.4019,0
NOISE,5.0565,-4.8587,0
NOISE,7.0687,-4.5458,0
NOISE,4.8602,-4.2266,0
NOISE,0.2459,-3.8521,0
NOISE,3.6025,4.2433,0
NOISE,0.6755,2.9755,0
NOISE,-7.2656,3.3156,0
NOISE,-1.2793,0.7371,0
NOISE,-4.6219,4.762,0
NOISE,-3.5318,-5.8631,0
NOISE,-6.4482,1.5164,0
NOISE,-3.9457,-5.1771,0
NOISE,-2.3594,-2.6974,0
NOISE,-7.0109,-0.0254,0
NOISE,7.645,-1.1293,0
NOISE,0.9705,-0.6368,0
NOISE,-7.2869,1.1265,0
NOISE,3.8083,-0.0088,0
NOISE,0.6594,5.1981,0
NOISE,-0.7751,3.4951,0
NOISE,2.6542,2.9842,0
NOISE,7.1058,-0.7364,0
NOISE,-3.8693,0.2899,0
NOISE,7.3714,3.0037,0
NOISE,-6.992999999999999,3.3506,0
NOISE,4.5077,2.2422,3
NOISE,2.0121,5.1231,0
NOISE,2.0515,-4.7262,0
NOISE,-6.9435,-4.8201,0
NOISE,6.0212,-0.1324,0
NOISE,-5.4524,-4.5742,0
NOISE,-7.3247,1.7646,0
NOISE,6.7191,-3.7708,0
NOISE,3.6077,1.1079,0
NOISE,3.8184,-0.2508,0
NOISE,-2.2516,2.4332,0
NOISE,3.9177,5.6745,0
NOISE,-3.4498,1.3889,0
NOISE,-6.1741,0.3307,0
NOISE,-3.2644,3.5201,0
NOISE,6.8061,-5.0102,0
NOISE,-1.8039,-0.4526,0
NOISE,4.0743,-3.9201,0
NOISE,-3.1751,-4.1295,0
NOISE,-4.5179,3.1876,0
NOISE,-2.583,-3.8789999999999996,0
NOISE,0.9348,1.4952,0
NOISE,6.3974,-4.4422,0
NOISE,-4.9729,-5.8352,0
NOISE,7.7494,5.6298,0
NOISE,2.1055,4.2652,0
NOISE,7.1661,-1.8051,0
NOISE,-2.78,-5.8399,0
NOISE,3.9852,3.1773,0
NOISE,3.1465,4.4254,0
NOISE,-1.2765,-1.484,0
NOISE,-7.6933,5.9433,0
NOISE,1.932,5.5814,0
NOISE,6.5476,-4.0167,0
NOISE,-6.4747,-4.6443,0
NOISE,-6.3516,3.5068,0
NOISE,-0.1826,-3.5204,0
NOISE,5.1698,-4.7067,0
NOISE,-2.09,-4.5158,0
NOISE,-2.1237,4.1087,0
NOISE,-2.8808,5.6777,0
NOISE,2.9993,-2.3655,0
NOISE,-1.7517,-2.0266,0
NOISE,4.0091,3.4847,0
NOISE,-6.15,-3.6189,0
NOISE,7.6839,-5.5332,0
NOISE,-4.6028,3.2423,0
NOISE,-0.3416,3.7966,0
NOISE,2.9931,-2.6179,0
NOISE,3.6191,-2.4758,0
NOISE,-5.9096,-0.0963,0
NOISE,4.1495,3.4985,0
NOISE,-7.2957,-0.0371,0
NOISE,3.8295,-3.5473,0
NOISE,3.2462,-5.9892,0
NOISE,-7.1105,-3.8781,0
NOISE,-3.0641,2.0086,0
NOISE,-7.4282,3.3492,0
NOISE,-4.1397,3.634,0
NOISE,-6.7741,3.1802,0
NOISE,7.5901,-4.7775,0
NOISE,1.9336,-1.2592,0
NOISE,-2.9777,-4.9030000000000005,0
NOISE,-0.7171,0.3623,1
NOISE,-0.8428,-5.6454,0
NOISE,-1.1341,-5.1538,0
NOISE,2.7767,5.5967,0
NOISE,0.7906,1.3616,0
NOISE,-1.2538,4.5676,0
NOISE,-6.4571,0.2025,0
NOISE,0.789,4.1581,0
NOISE,7.6816,1.4375,0
NOISE,4.5283,-5.3377,0
NOISE,6.8035,3.8803,0
NOISE,-2.448,-5.9276,0
NOISE,-0.2769,3.5291,0
NOISE,6.1355,-0.4692,0
NOISE,4.7267,4.8242,0
NOISE,7.0964,5.4183,0
NOISE,7.9392,0.8690000000000001,0
NOISE,-7.5481,3.0481,0
NOISE,7.4552,-5.9143,0
NOISE,-6.69,2.5091,0
NOISE,0.7197,5.7473,0
NOISE,-0.4551,-5.1608,0
NOISE,-1.8209,-0.2412,0
NOISE,-2.7277,4.7588,0
NOISE,6.2451,1.6799,0
NOISE,-1.2207,-1.8471,1
NOISE,7.1067,-0.8715,0
NOISE,2.3607,5.42,0
NOISE,-7.8359,-0.8595,0
NOISE,-5.0714,-4.2457,0
NOISE,-3.713,-3.1567,0
NOISE,-6.4451,0.4988,0
NOISE,1.6059,-3.9251,0
NOISE,3.4334,-3.4768,0
NOISE,-3.0393,-1.2886,0
NOISE,1.9126,-1.7833,0
NOISE,-7.8972,-1.6526,0
NOISE,2.7329,-4.4184,0
NOISE,-1.5398,3.3336,0
NOISE,7.2907,3.4737,0
NOISE,6.4194,-1.5441,0
NOISE,6.0873,3.2613,0
NOISE,-7.2284,-5.4082,0
NOISE,1.3964,-4.5543,0
NOISE,7.0623,4.9746,0
NOISE,-4.0205,4.9735,0
NOISE,3.6889999999999996,-5.3624,0
NOISE,-0.1684,4.9015,0
NOISE,3.2124,2.9545,0
NOISE,-1.0614,-0.0175,0
NOISE,-1.1789,-0.5351,0
NOISE,-2.381,-3.8672,0
NOISE,-4.9118,3.4416,0
NOISE,-0.6271,1.8843,0
NOISE,7.4043,5.8757,0
NOISE,0.0801,-4.0146,0
NOISE,-5.6665,-4.5557,0
NOISE,-1.8456,-3.6373,0
NOISE,-7.5493,-3.9562,0
NOISE,5.5002,1.3002,0
NOISE,-6.6922,-2.1658,0
NOISE,-4.3721,1.8724,0
NOISE,4.8428,4.7989999999999995,0
NOISE,-3.9629,2.0274,0
NOISE,1.2237,1.1585,0
NOISE,3.3128,3.2673,0
NOISE,-0.8759,3.571,0
NOISE,-6.0332,-0.2267,0
NOISE,-7.9903,-4.7926,0
NOISE,0.4785,3.2230000000000003,0
NOISE,2.167,-5.0499,0
NOISE,-1.7815,-0.1936,0
NOISE,-2.8445,1.337,0
NOISE,-7.1147,1.5914,0
NOISE,-3.9431,1.9448,0
NOISE,-1.3923,5.4421,0
NOISE,3.1568,2.0709,0
NOISE,2.2509,-4.6931,0
NOISE,3.0262,-0.9403,0
NOISE,-1.0093,5.6897,0
NOISE,5.9483,0.2449,0
NOISE,7.9263,1.3154,0
NOISE,2.0675,-5.6425,0
NOISE,3.7695,3.9925,0
NOISE,-4.7309,4.6457,0
NOISE,-6.4475,3.9469,0
NOISE,-3.0624,-2.7767,0
NOISE,7.2014,5.2521,0
NOISE,-1.7731,3.8098,0
NOISE,4.8968,-4.0725,0
NOISE,-2.3245,2.8857,0
NOISE,5.9013,2.1078,0
NOISE,7.8134,2.4411,0
NOISE,-7.73,-2.1279,0
NOISE,-1.1761,-0.6416,0
NOISE,1.6296,-3.4911,0
NOISE,3.9417,-3.4834,0
NOISE,-0.2566,-3.7297,0
NOISE,2.3767,-0.4172,0
NOISE,-0.5185,2.0806,0
NOISE,-5.7263,-3.216,0
NOISE,-1.4315,5.9277,0
NOISE,-2.8512,5.7905,0
NOISE,-2.6796,4.0908,0
NOISE,3.7030000000000003,4.5148,0
NOISE,7.5685,-2.28,0
NOISE,4.532,-4.5952,0
NOISE,4.7202,3.8358,0
NOISE,-4.9709,3.5923,0
NOISE,-0.0454,-5.5631,0
NOISE,-2.6637,-1.4906,0
NOISE,-7.8253,2.2601,0
NOISE,2.0952,5.5739,0
NOISE,2.2349,-4.4778,0
NOISE,-0.0697,-4.927,0
NOISE,6.249,-2.0581,0
NOISE,4.7792,5.2494,0
NOISE,1.4255,2.2879,0
NOISE,5.1394,3.4552,0
NOISE,5.985,4.9665,0
NOISE,-2.1189,5.702000000000001,0
NOISE,2.5351,-1.9546,0
NOISE,-7.9074,2.5688,0
NOISE,6.02,2.6287,0
NOISE,4.1536,1.5972,0
NOISE,6.2604,0.6732,0
NOISE,4.7826,5.5003,0
NOISE,5.4657,-3.2099,3
NOISE,3.0043,-3.9227,0
NOISE,3.0388,0.5932,0
NOISE,4.7578,3.8988,0
NOISE,-2.543,5.3713,0
NOISE,-4.9435,5.9689,0
NOISE,2.9585,4.5983,0
NOISE,-0.7434,0.3999,1
NOISE,0.1449,4.4965,0
NOISE,-1.2031,-4.5793,0
NOISE,-5.8172,-4.2143,0
NOISE,3.0484,3.5835,0
NOISE,3.2953,2.0566,0
NOISE,2.1085,-0.8475,0
NOISE,0.0419,-4.0059,0
NOISE,-1.5517,4.0722,0
NOISE,7.7342,5.6913,0
NOISE,2.0879,3.9629,0
NOISE,-2.8715,-5.5416,0
NOISE,-7.7961,-3.0468,0
NOISE,2.8137,5.8317,0
NOISE,-0.5469,-4.3818,0
NOISE,-5.2526,-4.9667,0
NOISE,5.8056,-0.7077,0
NOISE,0.7545,0.9749,0
NOISE,2.0447,-3.5866,0
NOISE,-7.056,-3.3719,0
NOISE,6.7956,-4.45,0
NOISE,-6.5022,-3.9354,0
NOISE,2.785,-5.3389,0
NOISE,-7.0176,-5.3971,0
NOISE,7.4689,4.9391,0
NOISE,7.6532,3.3922,0
NOISE,1.1159,0.8995,0
NOISE,0.13,-5.1374,0
NOISE,2.4505,-3.6933,0
NOISE,-0.8791,3.2968,0
NOISE,-1.2762,2.1767,0
NOISE,-7.6836,-0.0724,0
NOISE,-1.8885,2.2266,0
NOISE,2.5615,-2.6482,0
NOISE,4.805,4.614,0
NOISE,2.2640000000000002,-3.6408,0
NOISE,-1.7302,5.9568,0
NOISE,3.5349,-1.2053,0
NOISE,-5.4544,3.8884,0
NOISE,3.5561,-1.2536,0
NOISE,-6.3353,2.6739,0
NOISE,3.9814,-5.115,0
NOISE,0.7208,3.759,0
NOISE,6.4673,-1.0662,0
NOISE,-3.3262,-4.3587,0
NOISE,-5.9329,-3.4138,0
NOISE,1.6028,3.0736,0
NOISE,2.3334,-1.2686,0
NOISE,2.0192,-5.9395,0
NOISE,-7.5901,5.2646,0
NOISE,-2.8065,-4.1408,0
NOISE,-2.7751,3.2441,0
NOISE,6.3467,-4.7896,0
NOISE,-0.0884,3.8451,0
NOISE,-2.5097,-1.2796,0
NOISE,3.2015,-4.4902,0
NOISE,-5.624,-5.9582,0
NOISE,5.0945,4.0987,0
NOISE,3.6198,3.5494,0
NOISE,6.4356,1.2844,0
NOISE,-3.9866,-0.7093,0
NOISE,4.5645,-4.8918,0
NOISE,-2.2933,1.6872,0
NOISE,6.2067,0.708,0
NOISE,-7.0474,-4.9753,0
NOISE,-7.0925,-4.9922,0
NOISE,1.9104,0.927,0
NOISE,-7.1189,1.2416,0
NOISE,-1.6784,4.6882,0
NOISE,-0.3727,4.6104,0
NOISE,3.8874,0.6629,0
NOISE,-4.0605,3.1618,0
NOISE,5.4676,5.202000000000001,0
NOISE,-7.3031,4.5511,0
NOISE,-6.196000000000001,5.3415,0
NOISE,-6.1083,2.7747,0
NOISE,5.4111,-4.1854,0
NOISE,-6.0078,2.8343,0
NOISE,-6.6651,-0.1236,0
NOISE,-6.5573,-4.5066,0
NOISE,-2.5995,-5.0701,0
NOISE,4.1301,0.8168,0
NOISE,3.3345,-0.7493,0
NOISE,-6.6549,-4.3546,0
NOISE,-3.1821,1.4974,0
NOISE,1.8588,-0.9316,0
NOISE,-3.2310000000000003,1.5196,0
NOISE,7.2108,0.677,0
NOISE,7.7072,-0.3447,0
NOISE,1.5479,3.7167,0
NOISE,4.3678,-5.5308,0
NOISE,1.0162,5.4554,0
NOISE,-1.2639,3.7402,0
NOISE,6.9664,3.61,0
NOISE,-1.8184,2.2679,0
NOISE,5.3347,-3.8853,0
NOISE,-1.9951,4.0074,0
NOISE,-4.6002,-5.2506,0
NOISE,-2.4218,-2.6551,0
NOISE,-4.0534,1.4448,0
NOISE,1.2631,0.615,0
NOISE,-7.3297,2.8494,0
NOISE,7.2432,3.3658,0
NOISE,-2.9505,4.7401,0
NOISE,0.8755,5.3227,0
NOISE,6.5978,-4.4618,0
NOISE,-6.3819,0.914,0
NOISE,6.9343,2.8999,0
NOISE,-2.4744,-5.0680000000000005,0
NOISE,5.6284,2.2662,0
NOISE,7.921,3.9882,0
NOISE,-3.0357,-5.3736,0
NOISE,7.8872,2.7477,0
NOISE,-2.1281,-1.3855,0
NOISE,7.1892,0.4342,0
NOISE,-7.3548,4.0688,0
NOISE,0.6933,-4.7295,0
NOISE,-1.4,-2.2465,0
NOISE,-0.5252,-3.6754,0
NOISE,-0.4598,5.3107,0
NOISE,-6.1097,3.1836,0
NOISE,-7.9966,-4.8684,0
NOISE,3.1281,0.5508,0
NOISE,-2.2792,-4.7181,0
NOISE,-7.5041,-3.6507,0
NOISE,6.7493,2.5035,0
NOISE,-5.1883,3.3634,0
NOISE,5.8085,-3.262,0
NOISE,6.0569,1.1262,0
NOISE,6.7795,-5.864,0
NOISE,7.4267,-0.3043,0
NOISE,-7.2476,-5.2158,0
NOISE,-3.5344,4.5225,0
NOISE,4.1732,3.1121,0
NOISE,-2.1092,4.7817,0
NOISE,5.356,-4.6327,0
NOISE,-6.5467,0.0617,0
NOISE,7.7406,0.9983,0
NOISE,-6.0757,2.5019,0
NOISE,-0.8677,4.5909,0
NOISE,-2.8368,-2.7898,0
NOISE,-6.9487,-2.7832,0
NOISE,-6.5204,-0.39799999999999996,0
NOISE,0.8316,0.2572,0
NOISE,1.1775,-5.4987,0
NOISE,-5.0922,-3.4229,0
NOISE,-1.3722,-3.8569999999999998,0
NOISE,7.3319,-4.8284,0
NOISE,-2.3043,4.3472,0
NOISE,1.9834,0.9499,0
NOISE,-0.5187,3.6947,0
NOISE,3.9296,-0.078,0
NOISE,2.9861,-4.6464,0
NOISE,-0.6432,5.9743,0
NOISE,1.0156,-5.3223,0
NOISE,-7.7935,-1.226,0
NOISE,3.7246,4.0280000000000005,0
NOISE,-5.1610000000000005,4.8868,0
NOISE,-1.9579,3.2681,0
NOISE,3.3678,-5.3038,0
NOISE,1.8453,0.6648,0
NOISE,3.4246,-5.1758,0
NOISE,5.2472,4.3991,0
NOISE,4.0263,-0.3914,0
NOISE,-6.8166,-4.5295,0
NOISE,-4.4568,2.5288,0
NOISE,1.1846,2.4171,0
NOISE,-5.7694,-4.7148,0
NOISE,5.2465,-5.5885,0
NOISE,2.0540000000000003,-0.6703,0
NOISE,0.7874,2.4441,0
NOISE,5.6587,3.3005,0
NOISE,1.2169,4.9475,0
NOISE,7.0009,-1.4173,0
NOISE,7.5027,-5.8407,0
NOISE,1.8741,-4.6174,0
NOISE,7.5435,1.8130000000000002,0
NOISE,-3.3494,-1.8856,0
NOISE,7.1112,-0.4011,0
NOISE,4.6072,3.2659,0
NOISE,-1.7789,-4.6379,0
NOISE,0.5606,2.2621,0
NOISE,-4.481,5.0862,0
NOISE,1.6548,5.0291,0
NOISE,-2.1713,0.1866,0
NOISE,-1.063,1.5474,0
NOISE,5.8465,-5.16,0
NOISE,7.0524,-4.6235,0
NOISE,0.1115,3.3869,0
NOISE,6.0911,1.7496,0
NOISE,-3.21,4.9661,0
NOISE,3.3218,-5.3927,0
NOISE,7.9318,-0.1016,0
NOISE,5.6182,2.6069999999999998,0
NOISE,-2.5748,-1.4338,0
NOISE,-4.8469,3.4214,0
NOISE,3.4051,-2.6548,0
NOISE,-6.9563,0.2632,0
NOISE,-2.1308,-0.33799999999999997,0
NOISE,5.5655,5.8863,0
NOISE,6.9965,-2.6312,0
NOISE,-3.6298,5.6997,0
NOISE,1.5519,3.4418,0
NOISE,-1.6858,4.4065,0
NOISE,7.4099,-0.0932,0
NOISE,-7.7178,-3.6153,0
NOISE,6.6719,4.6931,0
NOISE,4.3981,2.9137,0
NOISE,-3.9410000000000003,2.9451,0
NOISE,3.0842,-5.8779,0
NOISE,4.1485,2.7753,0
NOISE,7.1271,-2.7119999999999997,0
NOISE,-3.7402,3.7561,0
NOISE,-1.3029,3.0153,0
NOISE,6.4913,-2.6469,0
NOISE,4.2941,-5.0559,0
NOISE,6.8924,3.9287,0
NOISE,3.8296,0.0836,0
NOISE,-2.8345,-3.6318,0
NOISE,6.5435,-5.6553,0
NOISE,-6.5154,-0.3448,0
NOISE,-0.9662,5.8763,0
NOISE,2.1584,3.1962,0
NOISE,-7.4111,-4.5232,0
NOISE,-1.4693,-3.2127,0
NOISE,-6.6828,0.682,0
NOISE,-7.7581,-2.9123,0
NOISE,-2.2986,4.4565,0
NOISE,-6.2892,5.6881,0
NOISE,7.7891,-0.1029,0
NOISE,-4.2724,-5.5465,0
NOISE,5.5329,5.4479,0
NOISE,1.3448,-5.3655,0
NOISE,1.421,5.0044,0
NOISE,0.8896,-4.2752,0
NOISE,-1.8963,3.1632,0
NOISE,-0.2094,5.4728,0
NOISE,3.2459,4.7882,0
NOISE,3.8556,4.0641,0
NOISE,6.0421,-0.7014,0
NOISE,-1.6506,-3.8283,0
NOISE,-7.8344,-3.372,0
NOISE,5.2555,-5.4603,0
NOISE,-3.2557,-2.3853,0
NOISE,-1.0325,2.7178,0
NOISE,-7.9491,2.7484,0
NOISE,2.6082,5.1033,0
NOISE,4.4849,2.2114,3
NOISE,7.4281,-1.1429,0
NOISE,-5.6213,-4.7047,0
NOISE,-7.6837,-1.8483,0
NOISE,-0.7028,-4.7559,0
NOISE,-3.0225,-5.2216,0
NOISE,1.5941,4.3768,0
NOISE,-2.3532,-5.1627,0
NOISE,-2.3562,-0.8538,0
NOISE,2.2704,-1.3567,0
NOISE,-2.7119999999999997,-1.1225,0
NOISE,6.4364,-5.9073,0
NOISE,-1.4952,3.9435,0
NOISE,3.8576,4.3529,0
NOISE,-2.5228,0.0201,0
NOISE,-4.7516,-4.5335,0
NOISE,-3.1027,1.4509999999999998,0
NOISE,2.9539999999999997,-2.9629,0
NOISE,2.1702,4.183,0
NOISE,3.1167,-5.0938,0
NOISE,-5.5014,1.9098,0
NOISE,3.1821,-4.8691,0
NOISE,-0.8134,2.0908,0
NOISE,-1.8145,5.8303,0
NOISE,-1.6474,-0.4984,0
NOISE,-2.1976,1.5392,0
NOISE,5.7502,-4.4586,0
NOISE,6.0365,-5.7473,0
NOISE,-3.2026,0.128,0
NOISE,-5.93,-4.4146,0
NOISE,-5.8744,-5.5517,0
NOISE,-3.8023,-4.9287,0
NOISE,-1.9531,0.0415,0
NOISE,1.5266,-5.1377,0
NOISE,-4.1185,5.0516,0
NOISE,-1.7819,-1.3857,0
NOISE,-3.6113,1.6691,0
NOISE,-7.6993,0.3777,0
NOISE,-2.1482,-0.8487,0
NOISE,1.5494,-2.613,0
NOISE,-2.1079,-3.1308,0
NOISE,2.0709999999999997,5.9634,0
NOISE,-6.5368,-1.8138,0
NOISE,-7.6354,-2.015,0
NOISE,7.112,3.9529,0
NOISE,2.8345,-5.1461,0
NOISE,7.1018,1.4719,0
NOISE,-3.8268,3.3784,0
NOISE,0.0097,5.412000000000001,0
NOISE,4.5401,5.3257,0
NOISE,-0.7272,-4.9175,0
NOISE,-2.6982,4.5896,0
NOISE,1.765,-5.9706,0
NOISE,-7.1743,5.9888,0
NOISE,-4.2215,0.22,0
NOISE,1.214,4.0672,0
NOISE,4.3769,3.0799,0
NOISE,-1.726,-2.5535,0
NOISE,4.2704,0.3331,3
NOISE,-4.0608,4.648,0
NOISE,-0.2794,-4.1449,0
NOISE,3.4130000000000003,-0.5406,0
NOISE,0.9138,-5.1199,0
NOISE,-7.5718,-2.4973,0
NOISE,5.7342,-4.0591,0
NOISE,-1.2077,-2.2428,1
NOISE,7.915,3.2404,0
NOISE,3.753,2.2941,0
NOISE,-7.8679,5.2862,0
NOISE,3.3667,3.4384,0
NOISE,7.8357,-5.7671,0
NOISE,-2.5035,5.0322,0
NOISE,1.8407,-4.119,0
NOISE,1.1767,1.42,0
NOISE,-2.9955,5.1723,0
NOISE,0.9008,1.8613,0
NOISE,5.9824,3.0592,0
NOISE,7.5376,-3.3478,0
NOISE,3.3788,-5.083,0
NOISE,4.3119,3.7667,0
NOISE,-7.9204,0.0523,0
NOISE,-3.7794,2.3856,0
NOISE,2.4202,-3.1211,0
NOISE,-1.1551,4.3498,0
NOISE,-7.8826,1.5563,0
NOISE,-2.7429,2.3685,0
NOISE,2.5896,-5.6718,0
NOISE,7.7019,-1.4358,0
NOISE,2.0095,-1.5514,0
NOISE,6.3779,4.9646,0
NOISE,0.4184,-3.6847,0
NOISE,7.2472,2.0692,0
NOISE,-0.6527,5.587999999999999,0
NOISE,-6.6112,2.3751,0
NOISE,-6.2198,-3.2534,0
NOISE,-7.5687,-5.0206,0
NOISE,6.2653,-3.6257,0
NOISE,6.3260000000000005,0.2536,0
NOISE,-4.4619,-3.2385,2
NOISE,-0.4053,-5.7197,0
NOISE,2.6075,-4.5713,0
NOISE,-0.8569,4.7228,0
NOISE,-6.9281,-2.2717,0
NOISE,7.0648,-5.7159,0
NOISE,0.4284,3.3021,0
NOISE,0.9124,-4.7751,0
NOISE,3.6301,-5.626,0
NOISE,-0.6667,2.7366,0
NOISE,-5.6154,2.6518,0
NOISE,6.6884,-3.5771,0
NOISE,2.5858,-1.0289,0
NOISE,2.7646,-2.261,0
NOISE,1.8429,4.1996,0
NOISE,1.7556,-2.2855,0
NOISE,-3.8401,2.8025,0
NOISE,7.1887,4.3933,0
NOISE,-0.1421,4.136,0
NOISE,-6.6863,1.8271,0
NOISE,3.6349,5.0943,0
NOISE,-0.7211,1.8839,0
NOISE,7.7565,0.4351,0
NOISE,-4.2735,-0.446,0
NOISE,5.9213,4.5441,0
NOISE,6.0712,-4.1954,0
NOISE,6.1572,3.2764,0
NOISE,7.9582,-3.4487,0
NOISE,1.8903,3.8874,0
NOISE,2.2779,4.4421,0
NOISE,7.0085,-2.9352,0
NOISE,7.1283,4.0474,0
NOISE,-6.5188,-4.2768,0
NOISE,-3.585,4.1112,0
NOISE,4.8845,3.6447,0
NOISE,-5.2703,4.1807,0
NOISE,0.4174,-4.5564,0
NOISE,-2.4266,-3.9834,0
NOISE,-6.3291,-3.6329,0
NOISE,-6.7178,0.1548,0
NOISE,2.7873,-0.6188,0
NOISE,-2.2255,2.7715,0
NOISE,-7.103,3.8804,0
NOISE,2.9314,5.7379999999999995,0
NOISE,-7.566,3.5116,0
NOISE,7.8467,-5.5434,0
NOISE,-4.1399,-4.2844,0
NOISE,-1.5286,-5.9756,0
NOISE,-2.8919,-4.0849,0
NOISE,1.3566,1.2486,0
NOISE,-3.1279,-4.9999,0
NOISE,4.9877,-3.5571,0
NOISE,7.2736,0.7979,0
NOISE,-3.79,-1.2684,2
NOISE,7.7708,-2.8538,0
NOISE,2.3566,5.7051,0
NOISE,-1.3793,0.6994,0
NOISE,5.716,-3.9297,0
NOISE,5.4761,-3.8768,0
NOISE,-6.6138,-5.6186,0
NOISE,-5.7223,-4.2157,0
NOISE,7.6402,2.3158,0
NOISE,5.119,-5.8919,0
NOISE,2.5105,-5.8368,0
NOISE,0.2615,-5.2107,0
NOISE,7.0408,-0.5839,0
NOISE,-2.6260000000000003,1.5641,0
NOISE,-5.7772,-0.1514,0
NOISE,-5.1732,-3.2329,0
NOISE,-4.0219,4.7565,0
NOISE,-7.8128,4.9306,0
NOISE,4.3248,-3.3923,0
NOISE,-0.8041,-0.3477,0
NOISE,-2.713,2.01,0
NOISE,-3.6829,3.7401,0
NOISE,-6.9673,0.7795,0
NOISE,-7.4836,3.9774,0
NOISE,3.1292,5.7314,0
NOISE,3.697,-0.4662,0
NOISE,-7.3857,-2.0264,0
NOISE,-6.611000000000001,-3.0002,0
NOISE,-1.2027,-3.2808,0
NOISE,7.0775,4.2063,0
NOISE,-2.5106,-5.5452,0
NOISE,-6.1531,2.9284,0
NOISE,-6.6732,-0.8737,0
NOISE,1.8588,-2.1124,0
NOISE,1.2925,-0.0295,0
NOISE,1.4581,3.9364,0
NOISE,-6.513,-3.55,0
NOISE,6.468999999999999,1.6569999999999998,0
NOISE,-1.0848,5.9067,0
NOISE,-5.2199,-4.2498,0
NOISE,-7.247999999999999,0.583,0
NOISE,7.5498,1.8172,0
NOISE,3.3548,-2.3771,0
NOISE,-7.952999999999999,4.524,0
NOISE,-7.3081,5.4879999999999995,0
NOISE,-2.6260000000000003,5.9932,0
NOISE,-2.9354,-4.1656,0
NOISE,0.6815,2.3149,0
NOISE,-7.3425,4.5376,0
NOISE,-6.9968,2.2601,0
NOISE,-6.1994,-0.4419,0
NOISE,7.5293,1.0832,0
NOISE,2.7266,-0.7908,0
NOISE,1.2154,-1.1983,1
NOISE,-1.5152,-0.2335,0
NOISE,2.2477,4.6083,0
NOISE,4.0319,4.6835,0
NOISE,-6.3349,4.953,0
NOISE,-5.4996,-4.7504,0
